hidden_layer_sizes,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
5,0.6981382144425622,0.8883399209486166,0.5079365079365079,0.06165957450866699,0.005026817321777344
10,0.6384863123993558,0.8695652173913043,0.4074074074074074,0.18417859077453613,0.004768013954162598
