C,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
1.0,0.9326115958696425,0.924659165982663,0.9405640257566219,0.9686000347137451,0.016604280471801756
50.0,0.9671037249592273,0.9635251117523745,0.9706823381660798,12.771130132675172,0.016796255111694337
100.0,0.968389974174733,0.9657974100332612,0.9709825383162052,21.706219816207884,0.024152088165283202
500.0,0.9710160796137774,0.9685483202109495,0.9734838390166054,65.8581467628479,0.017444515228271486
1000.0,0.9716969377016286,0.9683090857611887,0.9750847896420682,63.65194058418274,0.017473745346069335
5000.0,0.970035722188866,0.9730920587890418,0.9669793855886903,63.820173788070676,0.02159852981567383
10000.0,0.9680479177283047,0.9622113957392531,0.9738844397173562,63.319025897979735,0.023750114440917968
