C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
1.0,1.0,0.8732050639137369,0.8459698636689787,0.9004402641584951,210.07616543769836,205.77839708328247
1.0,10.0,0.9447278627879909,0.940086103802918,0.9493696217730638,111.01889550685883,110.18951499462128
10.0,1.0,0.9444386555396524,0.9396077493422625,0.9492695617370422,110.37058711051941,108.33382034301758
10.0,10.0,0.9662973220430704,0.9616120545324085,0.9709825895537323,52.65431463718414,50.20565152168274
