n_estimators,max_depth,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
5,5,0.9130444183754931,0.8878258789763215,0.9382629577746648,0.9786423444747925,0.10364651679992676
10,5,0.9356779937371655,0.9125807223152356,0.9587752651590955,1.4021090269088745,0.10424745082855225
5,7,0.9300282274124101,0.910786893087778,0.9492695617370422,1.0781980752944946,0.09996092319488525
10,7,0.9499564603627041,0.9324324324324325,0.9674804882929757,1.8803083896636963,0.10914051532745361
