C,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
0.01,0.9632918028604337,0.9585026182802003,0.9680809874406673,2.4430156707763673,0.0837888240814209
0.018329807108324356,0.9618736384741124,0.9570671400829956,0.9666801368652294,3.521995115280151,0.029352140426635743
0.03359818286283781,0.9596879852594669,0.954196684179067,0.9651792863398665,4.544972562789917,0.031206846237182617
0.06158482110660264,0.9570824860182803,0.9510871368226577,0.9630778352139033,7.491585159301758,0.02115774154663086
0.11288378916846889,0.9534303724818521,0.9461842605753639,0.9606764843883402,12.625936698913574,0.018945693969726562
0.20691380811147891,0.9509958656383443,0.9427161475388738,0.9592755837378147,20.73377423286438,0.022767305374145508
0.37926901907322497,0.9480208422196579,0.9393676517272642,0.9566740327120516,29.738606786727907,0.031074714660644532
0.6951927961775606,0.94506662529918,0.9356605187369336,0.9544727318614263,27.063642168045043,0.021581315994262697
1.2742749857031335,0.9424403946724166,0.9329096085592452,0.9519711807855881,26.68437776565552,0.025754737854003906
2.3357214690901213,0.940062168004704,0.931355156624921,0.948769179384487,24.402194118499757,0.021329832077026368
4.281332398719392,0.9385754790555338,0.9290824293521937,0.9480685287588739,25.152381563186644,0.018093681335449217
7.847599703514606,0.9380643096661657,0.9295610412489953,0.946567578083336,24.867503499984743,0.02172741889953613
14.38449888287663,0.938286523527586,0.9286043179458726,0.9479687291092993,24.848064804077147,0.024841690063476564
26.366508987303583,0.9374482746871869,0.9275281204151498,0.9473684289592244,24.81261749267578,0.020194101333618163
48.32930238571752,0.9375065865280637,0.9282453947725914,0.9467677782835361,24.744228410720826,0.02421436309814453
88.58667904100822,0.9375789683692233,0.9272894579545097,0.9478684787839364,25.241828441619873,0.025618600845336913
162.3776739188721,0.9373774324646961,0.9278866860952306,0.9468681788341617,24.627026653289796,0.01996293067932129
297.63514416313194,0.9355993450100195,0.9263321626622663,0.944866527357773,25.68388795852661,0.02108426094055176
545.5594781168514,0.9369587542378559,0.9270495800169881,0.9468679284587239,24.404178953170778,0.026390981674194337
1000.0,0.9368490528984135,0.926930177288028,0.9467679285087989,24.230717420578003,0.021599245071411134
