C,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
1.0,0.8434145249536511,0.7733814852841498,0.9134475646231526,0.34073481559753416,0.023266029357910157
1.4384498882876628,0.865295657770749,0.8189448516689211,0.911646463872577,0.19894962310791015,0.02468714714050293
2.0691380811147897,0.881723333900149,0.8497988028267702,0.9136478649735278,0.22561469078063964,0.02463107109069824
2.976351441631318,0.8941188042157252,0.8704872918317094,0.9177503165997413,0.23722376823425292,0.02164120674133301
4.281332398719393,0.9045228701576887,0.886392521814235,0.9226532185011423,0.39112558364868166,0.02135152816772461
6.158482110660264,0.9140910657057588,0.9000258110090746,0.9281563204024434,0.3611565113067627,0.022247838973999023
8.858667904100825,0.9228328922094986,0.9115055611642268,0.9341602232547705,0.4792182445526123,0.02367086410522461
12.742749857031335,0.9309169632294874,0.9216704513280156,0.9401634751309589,0.3860065460205078,0.023030519485473633
18.329807108324356,0.9382848205739721,0.9298020631647587,0.9467675779831858,0.5277918338775635,0.022112274169921876
26.366508987303583,0.9439166648477618,0.9356619487097355,0.9521713809857882,0.5502400398254395,0.02157559394836426
37.926901907322495,0.948889196209571,0.94080405940679,0.956974333012352,0.6428088188171387,0.02419271469116211
54.55594781168517,0.953031704772488,0.9455871754319233,0.9604762341130526,0.803371524810791,0.02404308319091797
78.47599703514611,0.9558480874285096,0.9482180393928908,0.9634781354641285,1.0832367897033692,0.023811817169189453
112.88378916846884,0.9580433598222566,0.9512076835298593,0.9648790361146539,0.8722021102905273,0.024319028854370116
162.3776739188721,0.9613172725940874,0.9551539079726703,0.9674806372155047,1.0746604919433593,0.02668933868408203
233.57214690901213,0.9634429741990129,0.9579044606571582,0.9689814877408673,1.4943108558654785,0.025429201126098634
335.9818286283781,0.964920500266175,0.9594589125914824,0.9703820879408674,1.7744287967681884,0.023796892166137694
483.2930238571752,0.9662883071843333,0.9608936758022862,0.9716829385663803,1.82839093208313,0.024016141891479492
695.1927961775606,0.9674953128730351,0.9628073369044522,0.9721832888416179,2.1478544235229493,0.02397890090942383
1000.0,0.9682738710607304,0.963764203204855,0.9727835389166053,2.0907336711883544,0.021908998489379883
