C,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
1.0,0.8360598638012862,0.7586722130545077,0.9134475145480648,0.323424768447876,0.02496175765991211
1.4384498882876628,0.8600682750900119,0.8112916372330599,0.9088449129469641,0.3105055809020996,0.02524433135986328
2.0691380811147897,0.8778538743874609,0.843460734376832,0.9122470143980899,0.2716282844543457,0.02390427589416504
2.976351441631318,0.8906973236545918,0.8653451811346548,0.9160494661745288,0.2961944580078125,0.02424335479736328
4.281332398719393,0.9017966860420967,0.8836417546338268,0.9199516174503669,0.33880200386047366,0.02468981742858887
6.158482110660264,0.9115234831197181,0.8979922466874679,0.9250547195519682,0.3812528610229492,0.02420363426208496
8.858667904100825,0.9207439357158294,0.9104296496280642,0.9310582218035945,0.48551187515258787,0.024564504623413086
12.742749857031335,0.9288390869371627,0.9201159993936916,0.9375621744806336,0.5041926860809326,0.02480916976928711
18.329807108324356,0.9373442325702561,0.9299220378828394,0.9447664272576729,0.46831984519958497,0.024332380294799803
26.366508987303583,0.9442143398099121,0.9368580494598993,0.9515706301599248,0.5008872032165528,0.025055408477783203
37.926901907322495,0.9487880927306032,0.9414025030243925,0.956173682436814,0.9080874919891357,0.02575531005859375
54.55594781168517,0.9534603274061034,0.9465444707241669,0.96037618408804,0.7215641021728516,0.025447654724121093
78.47599703514611,0.9567353471907708,0.949892609042576,0.9635780853389658,0.9555803775787354,0.024268341064453126
112.88378916846884,0.9586619270869953,0.9520447181094616,0.9652791360645289,1.3731044292449952,0.02435779571533203
162.3776739188721,0.9611171653160799,0.9551541939672308,0.967080136664929,1.419795846939087,0.024971675872802735
233.57214690901213,0.9631635197602323,0.9575457519797974,0.9687812875406673,1.6990693092346192,0.024893808364868163
335.9818286283781,0.9653501406044258,0.9598176927674835,0.9708825884413679,1.5901985168457031,0.024275684356689455
483.2930238571752,0.9665778061800644,0.9613725736936484,0.9717830386664804,1.9255074501037597,0.02435727119445801
695.1927961775606,0.9671561320322306,0.962329225498131,0.9719830385663302,2.5013272762298584,0.02495260238647461
1000.0,0.9681630019215873,0.9642428151016567,0.9720831887415178,2.6771963596343995,0.021975612640380858
